WKT,Hyperlink,CAPT,DISCUSSION,YEAR_MO_DA,Shape_X,Shape_Y
"POINT (-115.504053549596 46.3854945731736)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-16.xml&_xslsrc=LCstyles.xsl,L&C,Boundary Peak area?,1806-06-16,-115.50405355,46.3854945732
"POINT (-115.452941128406 46.3749362255603)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-17.xml&_xslsrc=LCstyles.xsl,L&C,Hungary Creek,1806-06-17,-115.452941128,46.3749362256
"POINT (-115.661273056937 46.2857652257354)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-18.xml&_xslsrc=LCstyles.xsl,L&C,Eldorado?,1806-06-18/20,-115.661273057,46.2857652257
"POINT (-115.911272499997 46.3388061380299)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-28.xml&_xslsrc=LCstyles.xsl,L&C,Weippe area,1806-06-21/23,-115.9112725,46.338806138
"POINT (-115.661273056937 46.2857652257354)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-24.xml&_xslsrc=LCstyles.xsl,L&C,Eldorado?,1806-06-24,-115.661273057,46.2857652257
"POINT (-115.47683120355 46.390495385646)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-25.xml&_xslsrc=LCstyles.xsl,L&C,Hungary Creek area?,1806-06-25,-115.476831204,46.3904953856
"POINT (-115.484612225488 46.3877141146049)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-25.xml&_xslsrc=LCstyles.xsl,L&C,Hungary Creek area [delete this or above],1806-06-25,-115.484612225,46.3877141146
"POINT (-115.246260645626 46.4557845302806)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-26.xml&_xslsrc=LCstyles.xsl,L&C,Bald Mountain area?,1806-06-26,-115.246260646,46.4557845303
"POINT (-114.909859986289 46.575510277945)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-27.xml&_xslsrc=LCstyles.xsl,L&C,Spring Mountain area?,1806-06-27,-114.909859986,46.5755102779
"POINT (-114.721522113463 46.5805126794566)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-28.xml&_xslsrc=LCstyles.xsl,L&C,7? mi WNW Lochsa Ranger Sta,1806-06-28,-114.721522113,46.5805126795
"POINT (-114.082362929452 46.8994072040759)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-03.xml&_xslsrc=LCstyles.xsl,Lewis,"heads to falls, camps E of Missoula AP",1806-07-03,-114.082362929,46.8994072041
"POINT (-113.7512273993 46.9046977308174)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-04.xml&_xslsrc=LCstyles.xsl,Lewis,7? mi NW of Bonner,1806-07-04,-113.751227399,46.9046977308
"POINT (-113.228389165086 47.0261032138183)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-05.xml&_xslsrc=LCstyles.xsl,Lewis,4 miles west of Ovando,1806-07-05,-113.228389165,47.0261032138
"POINT (-112.723922968737 46.9561078859788)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-06.xml&_xslsrc=LCstyles.xsl,Lewis,"1½ miles west of Lincoln, Mt",1806-07-06,-112.723922969,46.956107886
"POINT (-112.355268079036 47.2455588191841)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-07.xml&_xslsrc=LCstyles.xsl,Lewis,16 miles south of Augusta,1806-07-07,-112.355268079,47.2455588192
"POINT (-112.11413386158 47.5086258756334)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-08.xml&_xslsrc=LCstyles.xsl,Lewis,12 miles East of Augusta,1806-07-08,-112.114133862,47.5086258756
"POINT (-111.934944791833 47.5033516339935)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-09.xml&_xslsrc=LCstyles.xsl,Lewis,1 mile NW of Simms,1806-07-09,-111.934944792,47.503351634
"POINT (-111.484360808358 47.5297536525008)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-10.xml&_xslsrc=LCstyles.xsl,Lewis,2 mi? SE of Manchester,1806-07-10,-111.484360808,47.5297536525
"POINT (-111.315742970042 47.4633621196999)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-11.xml&_xslsrc=LCstyles.xsl,Lewis,west side Missouri NW of WBI camp,1806-07-11,-111.31574297,47.4633621197
"POINT (-111.312416885837 47.465860756752)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-12.xml&_xslsrc=LCstyles.xsl,Lewis,1 mi north of White Bear Islands camp,1806-07-12,-111.312416886,47.4658607568
"POINT (-111.294632306642 47.4569717479941)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-13.xml&_xslsrc=LCstyles.xsl,Lewis,at White Bear Islands Camp,1806-07-13/15,-111.294632307,47.456971748
"POINT (-111.119632275101 47.5692060478751)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-16.xml&_xslsrc=LCstyles.xsl,Lewis,"explores the Marias; camps Big Falls",1806-07-16,-111.119632275,47.5692060479
"POINT (-111.018491495352 47.8689314087388)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-17.xml&_xslsrc=LCstyles.xsl,Lewis,"Teton River, 16½ mi WNW Ft Benton",1806-07-17,-111.018491495,47.8689314087
"POINT (-110.953234477482 48.2664623529185)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-18.xml&_xslsrc=LCstyles.xsl,Lewis,"Marias River; 16 mi S of Chester",1806-07-18,-110.953234477,48.2664623529
"POINT (-111.314386362148 48.3534165793952)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-19.xml&_xslsrc=LCstyles.xsl,Lewis,"Marias River, 8 mi S of Galata",1806-07-19,-111.314386362,48.3534165794
"POINT (-111.92582855448 48.432308371606)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-20.xml&_xslsrc=LCstyles.xsl,Lewis,"Marias River, 5 mi SW Shelby",1806-07-20,-111.925828554,48.4323083716
"POINT (-112.340324584521 48.6009227511419)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-21.xml&_xslsrc=LCstyles.xsl,Lewis,"Cut Bank Creek, 1 mi SW Cut Bank",1806-07-21,-112.340324585,48.6009227511
"POINT (-112.811757354524 48.6639630645718)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-22.xml&_xslsrc=LCstyles.xsl,Lewis,"at Camp Disappointment, 11 mi NW Browning",1806-07-22/25,-112.811757355,48.6639630646
"POINT (-112.49754971891 48.456463216864)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-26.xml&_xslsrc=LCstyles.xsl,Lewis,"fight Site; 14 mi SW Cut Bank",1806-07-26,-112.497549719,48.4564632169
"POINT (-111.020160520235 47.8469931275721)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-27.xml&_xslsrc=LCstyles.xsl,Lewis,3 mi WNW of Carter,1806-07-27,-111.02016052,47.8469931276
"POINT (-110.33041077962 47.9861758177621)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-28.xml&_xslsrc=LCstyles.xsl,Lewis,10 mi NE of Loma,1806-07-28,-110.33041078,47.9861758178
"POINT (-109.853155683308 47.7181262481248)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-29.xml&_xslsrc=LCstyles.xsl,Lewis,9 mi W of mouth of Judith River,1806-07-29,-109.853155683,47.7181262481
"POINT (-108.949789450823 47.7406381935426)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-30.xml&_xslsrc=LCstyles.xsl,Lewis,15 mi NW of US 191 (Fred Robinson) Bridge,1806-07-30,-108.949789451,47.7406381935
"POINT (-108.384460746465 47.5850908298619)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-31.xml&_xslsrc=LCstyles.xsl,Lewis,14 mi E of US 191 bridge,1806-07-31,-108.384460746,47.5850908299
"POINT (-107.788875950599 47.5498326962204)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-01.xml&_xslsrc=LCstyles.xsl,Lewis,5 mi NNW former mouth of Musselshell,1806-08-01/02,-107.788875951,47.5498326962
"POINT (-106.729904905547 47.7423474593033)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-03.xml&_xslsrc=LCstyles.xsl,Lewis,7 mi SW Pines Recreation Area,1806-08-03,-106.729904906,47.7423474593
"POINT (-106.148735265451 48.0184762844984)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-04.xml&_xslsrc=LCstyles.xsl,Lewis,12 mi E of Fort Peck Dam,1806-08-04,-106.148735265,48.0184762845
"POINT (-105.711489954202 48.0451365436647)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-05.xml&_xslsrc=LCstyles.xsl,Lewis,4 mi SW Wolf Point,1806-08-05,-105.711489954,48.0451365437
"POINT (-104.930594005249 48.104870878433)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-06.xml&_xslsrc=LCstyles.xsl,Lewis,3 mi S of Brockton,1806-08-06,-104.930594005,48.1048708784
"POINT (-103.845811579103 47.9807026652611)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-07.xml&_xslsrc=LCstyles.xsl,Lewis,"x mi W of Williston,North Dakota",1806-08-07,-103.845811579,47.9807026653
"POINT (-103.73080842459 48.0607057195579)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-08.xml&_xslsrc=LCstyles.xsl,Lewis,"x mi W of Williston,North Dakota",1806-08-08/09,-103.730808425,48.0607057196
"POINT (-103.617468310383 48.1040347483293)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-10.xml&_xslsrc=LCstyles.xsl,Lewis,"x mi E of Williston,North Dakota",1806-08-10,-103.61746831,48.1040347483
"POINT (-102.745795161247 48.117364666089)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-11.xml&_xslsrc=LCstyles.xsl,Lewis,"x mi E of Williston,North Dakota",1806-08-11,-102.745795161,48.1173646661
"POINT (-102.465794918002 47.7690072180369)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-12.xml&_xslsrc=LCstyles.xsl,Lewis,"rejoins Clark, continue, camp, Newtown?",1806-08-12,-102.465794918,47.769007218
"POINT (-114.168171330406 46.2882923682995)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-03.xml&_xslsrc=LCstyles.xsl,Clark,"heads to canoes; camp Woodside, Blodgett Ck",1806-07-03,-114.16817133,46.2882923683
"POINT (-114.142309248398 45.9330042678556)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-04.xml&_xslsrc=LCstyles.xsl,Clark,"West Fork Bitterroor, Conner",1806-07-04,-114.142309248,45.9330042679
"POINT (-113.955084080986 45.8141123806315)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-05.xml&_xslsrc=LCstyles.xsl,Clark,"Camp Creek, Sula Ranger Sta; south?",1806-07-05,-113.955084081,45.8141123806
"POINT (-113.612284927593 45.5796750626501)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-06.xml&_xslsrc=LCstyles.xsl,Clark,"Swamp Creek?; 8 mi SW Wisdom",1806-07-06,-113.612284928,45.5796750627
"POINT (-113.226989270073 45.3268951500917)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-07.xml&_xslsrc=LCstyles.xsl,Clark,9 mi SE Jackson,1806-07-07,-113.22698927,45.3268951501
"POINT (-112.863329254998 44.993821134989)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-08.xml&_xslsrc=LCstyles.xsl,Clark,"at Fortunate Camp; nr Clark Canyon Dam",1806-07-08/09,-112.863329255,44.993821135
"POINT (-112.578321445729 45.3082819227672)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-10.xml&_xslsrc=LCstyles.xsl,Clark,"heads for 3 Fks, camps 7? mi NE Dillon",1806-07-10,-112.578321446,45.3082819228
"POINT (-112.340241965566 45.5763375795406)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-11.xml&_xslsrc=LCstyles.xsl,Clark,"Jct Big Hole River, 2 mi N Twin Bridges",1806-07-11,-112.340241966,45.5763375795
"POINT (-111.748256526805 45.8035729023489)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-12.xml&_xslsrc=LCstyles.xsl,Clark,"Sappington Bridge; 12 mi SW Three Forks",1806-07-12,-111.748256527,45.8035729023
"POINT (-111.410182364483 45.889124619014)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-13.xml&_xslsrc=LCstyles.xsl,Clark,"to the Yellowstone, camps 1 mi E Logan",1806-07-13,-111.410182364,45.889124619
"POINT (-110.952930301639 45.6688466237904)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-14.xml&_xslsrc=LCstyles.xsl,Clark,"mouth Kelly Creek, East of Bozeman",1806-07-14,-110.952930302,45.6688466238
"POINT (-110.409288856922 45.73135503323)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-15.xml&_xslsrc=LCstyles.xsl,Clark,"a little below Shields River; 7 mi E Livingston",1806-07-15,-110.409288857,45.7313550332
"POINT (-110.025933109461 45.8244215599942)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-16.xml&_xslsrc=LCstyles.xsl,Clark,3 mi W of Big Timber,1806-07-16,-110.025933109,45.82442156
"POINT (-109.568977330761 45.7205309167339)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-17.xml&_xslsrc=LCstyles.xsl,Clark,2 mi west of Reed Point,1806-07-17,-109.568977331,45.7205309167
"POINT (-109.317570586977 45.6385939689343)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-18.xml&_xslsrc=LCstyles.xsl,Clark,2½ mi west of Columbus,1806-07-18,-109.317570587,45.6385939689
"POINT (-108.923940542609 45.6088733972094)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-19.xml&_xslsrc=LCstyles.xsl,Clark,"at Canoe Camp; 2 mi SSW Park City",1806-07-19/23,-108.923940543,45.6088733972
"POINT (-108.416692232384 45.8230555559665)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-24.xml&_xslsrc=LCstyles.xsl,Clark,"1½ mi west I-90'I94 interchange, Billings",1806-07-24,-108.416692232,45.823055556
"POINT (-107.934144864288 45.9992087206964)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-25.xml&_xslsrc=LCstyles.xsl,Clark,2 mi below Pompeys Pillar landmark,1806-07-25,-107.934144864,45.9992087207
"POINT (-107.471312486662 46.1553457054437)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-26.xml&_xslsrc=LCstyles.xsl,Clark,mouth of Bighorn River,1806-07-26,-107.471312487,46.1553457054
"POINT (-106.844049489837 46.2934164210123)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-27.xml&_xslsrc=LCstyles.xsl,Clark,8 mi west of Forsyth,1806-07-27,-106.84404949,46.293416421
"POINT (-106.178161442095 46.2842621762448)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-28.xml&_xslsrc=LCstyles.xsl,Clark,near Hathaway,1806-07-28,-106.178161442,46.2842621762
"POINT (-105.828980863537 46.4345494401121)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-29.xml&_xslsrc=LCstyles.xsl,Clark,2 mi NE Miles City,1806-07-29,-105.828980864,46.4345494401
"POINT (-105.437021386458 46.7514981442432)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-30.xml&_xslsrc=LCstyles.xsl,Clark,"1 mi below Powder River; 6 mi SW Terry",1806-07-30,-105.437021386,46.7514981442
"POINT (-104.780581860197 47.010674045473)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-31.xml&_xslsrc=LCstyles.xsl,Clark,8 mi SSW Glendive,1806-07-31,-104.78058186,47.0106740455
"POINT (-104.428902497301 47.3431844812201)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-01.xml&_xslsrc=LCstyles.xsl,Clark,19 mi NE Glendive,1806-08-01,-104.428902497,47.3431844812
"POINT (-103.965534879174 47.8365262299767)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-02.xml&_xslsrc=LCstyles.xsl,Clark,"ND, 3 mi E of Fairview",1806-08-02,-103.965534879,47.83652623
"POINT (-103.982207368302 47.9687592673543)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-03.xml&_xslsrc=LCstyles.xsl,Clark,"at junction of Missouri & Yellowstone, ND",1806-08-03,-103.982207368,47.9687592674
"POINT (-103.94248779028 47.9940287185332)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-04.xml&_xslsrc=LCstyles.xsl,Clark,"x mi W of Williston, ND",1806-08-04,-103.94248779,47.9940287185
"POINT (-103.814140360749 48.0657017488691)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-05.xml&_xslsrc=LCstyles.xsl,Clark,"x mi W of Williston, ND",1806-08-05,-103.814140361,48.0657017489
"POINT (-103.562464986559 48.1123770186821)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-06.xml&_xslsrc=LCstyles.xsl,Clark,"x mi E of Williston, ND",1806-08-06,-103.562464987,48.1123770187
"POINT (-103.222459988959 48.1207021974662)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-07.xml&_xslsrc=LCstyles.xsl,Clark," x mi E of Williston, ND",1806-08-07/08,-103.222459989,48.1207021975
"POINT (-102.915789812365 48.1307016102829)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-09.xml&_xslsrc=LCstyles.xsl,Clark,"x mi E of Williston, ND",1806-08-09/10,-102.915789812,48.1307016103
"POINT (-102.565794001008 48.0040216311996)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-11.xml&_xslsrc=LCstyles.xsl,Clark,"x mi E of Williston, ND",1806-08-11,-102.565794001,48.0040216312
"POINT (-102.465794918002 47.7690072180369)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-12.xml&_xslsrc=LCstyles.xsl,Clark,"rejoins Lewis, continue, camp, Newtown?",1806-08-12,-102.465794918,47.769007218
"POINT (-101.40410187613 47.5656518609895)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-13.xml&_xslsrc=LCstyles.xsl,L&C,NW of Washburn?,1806-08-13,-101.404101876,47.565651861
"POINT (-101.360770983528 47.3473181333534)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-14.xml&_xslsrc=LCstyles.xsl,L&C,"at Hidatsa villages, x mi Washburn, ND",1806-08-14/16,-101.360770984,47.3473181334
"POINT (-101.017420778388 47.2673073228559)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-17.xml&_xslsrc=LCstyles.xsl,L&C,"head for St. Louis; 2 mi S Washburn, ND",1806-08-17,-101.017420778,47.2673073229
"POINT (-100.842391313546 46.7739686573592)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-18.xml&_xslsrc=LCstyles.xsl,L&C,"5 mi S of Bismarck, ND; mouth Heart River",1806-08-18,-100.842391314,46.7739686574
"POINT (-100.739046753505 46.6656384648836)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-19.xml&_xslsrc=LCstyles.xsl,L&C,"11? miles south of Bismarck, ND",1806-08-19,-100.739046754,46.6656384649
"POINT (-100.430729489786 45.92230389725)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-20.xml&_xslsrc=LCstyles.xsl,L&C,3 miles S of ND-SD border on sandbar,1806-08-20,-100.43072949,45.9223038972
"POINT (-100.360736753164 45.6539643048912)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-21.xml&_xslsrc=LCstyles.xsl,L&C,"9 miles NNE of Mobridge, SD",1806-08-21,-100.360736753,45.6539643049
"POINT (-100.379069630771 45.5006243929142)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-22.xml&_xslsrc=LCstyles.xsl,L&C,"5 miles SE of Mobridge, SD",1806-08-22,-100.379069631,45.5006243929
"POINT (-100.315744165933 45.1139361880068)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-23.xml&_xslsrc=LCstyles.xsl,L&C,"8 miles north of US 212 bridge?, SD",1806-08-23,-100.315744166,45.113936188
"POINT (-100.542426747035 44.7605980950555)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-24.xml&_xslsrc=LCstyles.xsl,L&C,"24 mi WNW Oneida, SD ; gorge Lookout Bd",1806-08-24,-100.542426747,44.7605980951
"POINT (-100.537416315385 44.3605905512161)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-25.xml&_xslsrc=LCstyles.xsl,L&C,"11 miles NW of Pierre, SD",1806-08-25,-100.537416315,44.3605905512
"POINT (-99.7846099873751 44.1339285647887)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-26.xml&_xslsrc=LCstyles.xsl,L&C,"13 miles SE of De Gray, SD",1806-08-26,-99.7846099874,44.1339285648
"POINT (-99.5579341059083 44.0878201111482)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-27.xml&_xslsrc=LCstyles.xsl,L&C,"3 miles W of Fort Thompson, SD",1806-08-27,-99.5579341059,44.0878201111
"POINT (-99.3895930457179 43.7872814514742)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-28.xml&_xslsrc=LCstyles.xsl,L&C,"3 mi WSW of Chamberlain, SD",1806-08-28,-99.3895930457,43.7872814515
"POINT (-99.3440272156566 43.6170051069177)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-29.xml&_xslsrc=LCstyles.xsl,L&C,"11½ miles S of Chamberlain, SD",1806-08-29,-99.3440272157,43.6170051069
"POINT (-99.1773569527243 43.4322867011903)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-30.xml&_xslsrc=LCstyles.xsl,L&C,"4 miles SWt of Platte Colony, SD",1806-08-30,-99.1773569527,43.4322867012
"POINT (-98.2306799651723 42.8589354347895)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-08-31.xml&_xslsrc=LCstyles.xsl,L&C,"12½ mi NW of Niobrara, Neb",1806-08-31,-98.2306799652,42.8589354348
"POINT (-97.6856578898138 42.8372782513258)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-01.xml&_xslsrc=LCstyles.xsl,L&C,"18 miles west of Yankton, SD",1806-09-01,-97.6856578898,42.8372782513
"POINT (-97.2539724279279 42.8672712452576)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-02.xml&_xslsrc=LCstyles.xsl,L&C,"9 miles E of Yankton, SD",1806-09-02,-97.2539724279,42.8672712453
"POINT (-96.5822913200898 42.5289270641488)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-03.xml&_xslsrc=LCstyles.xsl,L&C,"13 miles NW of Sioux City, iowa",1806-09-03,-96.5822913201,42.5289270641
"POINT (-96.3989475996455 42.3322583802683)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-04.xml&_xslsrc=LCstyles.xsl,L&C,"12 miles S of Sioux City, Iowa",1806-09-04,-96.3989475996,42.3322583803
"POINT (-96.1255941295285 42.0055741515935)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-05.xml&_xslsrc=LCstyles.xsl,L&C,"3 mile SW of Onawa, Iowa",1806-09-05,-96.1255941295,42.0055741516
"POINT (-96.090585160549 41.738899973783)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-06.xml&_xslsrc=LCstyles.xsl,L&C,"4 miles NW of Mondamin, Iowa",1806-09-06,-96.0905851605,41.7388999738
"POINT (-96.0672625799164 41.5755754219237)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-07.xml&_xslsrc=LCstyles.xsl,L&C,"3 miles East of Blair, Neb",1806-09-07,-96.0672625799,41.5755754219
"POINT (-95.870591103574 41.1672527968208)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-08.xml&_xslsrc=LCstyles.xsl,L&C,12 miles above Platte River,1806-09-08,-95.8705911036,41.1672527968
"POINT (-95.6455492782703 40.5272450339901)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-09.xml&_xslsrc=LCstyles.xsl,L&C,"5 miles S of Hamburg, Mo",1806-09-09,-95.6455492783,40.527245034
"POINT (-95.3438637705422 40.0788933732531)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-10.xml&_xslsrc=LCstyles.xsl,L&C,"7 mi SW Mound City, Mo",1806-09-10,-95.3438637705,40.0788933733
"POINT (-94.8855206238353 39.8005467218437)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-11.xml&_xslsrc=LCstyles.xsl,L&C,3 mi NW St. Joseph,1806-09-11,-94.8855206238,39.8005467218
"POINT (-94.8638434136468 39.7555486113425)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-12.xml&_xslsrc=LCstyles.xsl,L&C,"St. Joseph, Mo",1806-09-12,-94.8638434136,39.7555486113
"POINT (-94.9521849972268 39.6822173067628)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-13.xml&_xslsrc=LCstyles.xsl,L&C,"7½ mi SW of St. Joseph, Mo",1806-09-13,-94.9521849972,39.6822173068
"POINT (-94.8988410719386 39.303880349244)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-14.xml&_xslsrc=LCstyles.xsl,L&C,"1 mi S of Leavenworth, Kansas",1806-09-14,-94.8988410719,39.3038803492
"POINT (-94.2604913454566 39.2238881541588)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-15.xml&_xslsrc=LCstyles.xsl,L&C,9 m SSW Excelsion Springs,1806-09-15,-94.2604913455,39.2238881542
"POINT (-93.6254814599796 39.2539141782899)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-16.xml&_xslsrc=LCstyles.xsl,L&C,9 mi SW Carrollton,1806-09-16,-93.62548146,39.2539141783
"POINT (-93.1871336984845 39.3806004965071)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-17.xml&_xslsrc=LCstyles.xsl,L&C,4 mi SW Brunswick,1806-09-17,-93.1871336985,39.3806004965
"POINT (-92.8321165553196 38.9839258431112)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-18.xml&_xslsrc=LCstyles.xsl,L&C,6 miles NW Boonesville,1806-09-18,-92.8321165553,38.9839258431
"POINT (-91.9787729492443 38.5739467978435)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-19.xml&_xslsrc=LCstyles.xsl,L&C,2 miles SW Bannots Mill,1806-09-19,-91.9787729492,38.5739467978
"POINT (-91.0503910651417 38.6106404967585)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-20.xml&_xslsrc=LCstyles.xsl,L&C,near Marthasville,1806-09-20,-91.0503910651,38.6106404968
